0,1,2,3,4,5,6,7
-0.2808498943516415,0.615149088891007,0.085629185269085,0.15775893944969652,0.16292894269241986,-0.06681222829753612,-0.06635872457271184,-0.002205240407296044
0.7193139436813186,0.057903459235212736,-0.1185616290251979,-0.1675007506620172,-0.08004028078930468,-0.053216708854211,0.39319483811304623,-0.08048581739235416
-0.20483067292496296,-0.3213433692588659,-0.31350306187525084,0.4696372004696269,-0.15302060178725896,0.1742335773550558,0.047445654446224554,-0.2374853056219351
0.024106305594273424,-0.16934148055509943,0.08456039171436956,0.23288989925640133,-0.007161694788860108,-0.09883797173521688,-0.04788669529267592,-0.0260053666769363
0.02211266661106154,0.06647516921369398,-0.2080505942565246,0.43718896880264846,0.016883429870994466,0.2084130225137053,-0.2769370648408611,-0.07522109722890562
-0.30576938448594554,0.3355187511401484,0.14316608970602304,-0.16926306612366462,-0.39867214756086944,0.2088903973501297,-0.11061548790231655,-0.2525844239323237
-0.34043423955164454,-0.3893044907571199,-0.2995110429490943,-0.4076313578286469,0.09581483230051249,-0.12003017616499351,0.002599823689013787,-0.04368151531728635
-0.33746229155469837,0.43759594114859957,0.1303557741941961,-0.10559749045799423,-0.38319742359832115,0.19527338092283403,-0.14241047348544666,-0.20859245605359644
-0.45872925188466546,-0.2722535026859866,-0.33309074354045076,-0.16107383783846244,-0.11305921120840055,0.023973122409873936,-0.04508647786021281,0.06853113248328588
-0.22204109877712352,-0.28036356265885454,-0.3584798721185766,0.5306415241930267,0.033764489896799914,0.15536909830721968,0.19634993523261746,-0.05707713879466942
-0.3220348942561068,0.37896432155420073,0.1444947528317738,-0.1510831821102245,-0.3940333720098711,0.19973624840887838,-0.11696290572391091,-0.24143526576092217
-0.22985499727366823,-0.3247622508699705,-0.3618977950718063,0.5261564341173413,-0.0565541856079604,0.17062806861549618,0.13612897274519747,-0.13342052521939282
-0.4191979304506763,-0.3773697089059525,-0.31467919370869296,-0.39652847949327796,-0.016688903656287706,-0.056615713713659206,-0.06332392408891444,-0.01027427254536932
-0.47218209006288925,-0.2410921761344635,-0.26425931928920415,-0.4708451920776975,-0.07461342300346807,-0.06751520095113214,-0.059205995983371076,0.04597324285654582
0.7418852258973537,0.11880487500479789,-0.1760035514756556,-0.10493204314349094,-0.013401805543417302,0.04113116278238861,-0.07427555616400593,-0.04017823313726225
