0,1,2,3,4,5,6,7
-0.05725485041574948,-0.10194367975341904,-0.04619372790835699,-0.061208421275625154,-0.012872631945752019,-0.006488900950591193,-0.008105043468519781,-0.011973481973564593
-0.20659851232660914,0.008709787021289135,0.04625421148829344,0.06251579972054315,-0.048005616785900936,-0.00922301898584346,0.0037633130046608775,0.029925211556296526
0.06799332638760767,0.1316644525424695,-0.13474100148855175,-0.039387320442990356,-0.020209325767101497,0.04804333894693938,0.07923329526763553,-0.013862007533747443
-0.10544606839531447,0.04804945454970691,-0.07872960477419934,-0.0424446729936016,0.0413968949509398,-0.03797564825113826,-0.04768736465049893,-0.042081224241474514
-0.1104774422036469,-0.02860872484254993,-0.08391432226152944,-0.059633188064702955,-0.053888550135422306,0.031332444089732,-0.006959976848623874,-0.005400224042121506
0.08650150992362785,-0.06908361977539405,0.05679415408784733,-0.07623035817099284,-0.042365626531257715,0.013713329531289127,-0.029030643404692455,0.00044195797679205505
0.2648662732323438,0.06635129963779188,-0.06515694200752009,0.12851800410361738,-0.04422674938354221,0.003366922516032301,0.011451186742059728,0.06473282231261702
0.13265126473816224,-0.08115482201802598,0.08694060493919316,-0.07470362198901116,-0.030215903785954942,0.025478969029524158,0.012926019718073806,-0.00643019457950334
0.03287463135623175,0.006580518653599462,-0.04743510554166546,-0.07024977927570661,-0.03190493556915783,-0.007492194280517408,-0.07090747746466705,0.010306547993928838
-0.047336562334006994,0.01667043789721435,-0.1446274736388223,-0.051554408030407665,0.011437365270494894,-0.04280298080063017,-0.04908971177582823,-0.0005934068417793647
0.14143821082120817,-0.08115355527516205,0.09087931445513454,-0.07660986796993674,-0.02950650469153518,0.02240279185331748,0.0035862015858797503,-0.010631574359614697
-0.02767203305869817,0.04404178987886185,-0.13446995059203115,-0.059230246305181054,-0.01210283960652578,-0.0005167281074610066,-0.03604455000265719,-0.03130332297904777
0.19895777328156086,0.015800856792442034,0.0008585473319840015,-0.016486164996790776,-0.01994600295562987,0.005522472414265495,-0.028676271351507337,0.0023128581569840734
0.1580253327111528,-0.0004321484814900398,0.011341501151526578,-0.04845296517600291,-0.022908356857800346,-0.008708872200261047,-0.042991834921856084,0.022205991392643856
-0.19424176195923346,-0.01627921332324096,0.013147393749042143,-0.01897324819266227,-0.05363069678038505,0.017960535730778104,0.014856783248957655,0.024873649727800252
0.0185425223834871,0.01727871407943546,0.14408702382775412,-0.01700605623536463,-0.011582926834976857,-0.032073671266790456,-0.043537258424710304,0.0021371722616296196
-0.21423740846899925,-0.005161532121644309,0.03948474929017431,0.01776743688767088,0.04884025226657441,0.07666602082222639,-0.007903505193998166,0.03882133115610874
0.03884363058681089,-0.1299910831649933,-0.02910108681711355,-0.005482107120113168,0.01765867765320352,-0.048083043937577,-0.015538602412001333,0.0014645108584282346
0.09732065088754217,-0.004951800287229673,0.011499938004331656,-0.06979765231226003,-0.036494052473978536,0.0007047272914848696,-0.041594806809562415,0.025549417275650178
0.13023147981283326,-0.06749901443008384,0.09604660516426003,-0.07760289891399728,-0.043637907643053864,0.025863449674638637,0.0037486623284804584,0.009867623003569033
0.06616975611468645,-0.07275423635823755,0.057962914450448356,-0.0801805746860017,-0.04324367146215862,0.028139529232931334,0.0011339649269164669,-0.001417589208296646
0.18880539204387575,0.18104330762382034,0.06332826815064714,-0.0028777040415411746,0.032122035442347756,-0.026749543726677743,0.030049674909740098,0.034526119237487156
0.14475581403503718,-0.10919665205729101,0.06505036024316642,-0.0626683973323898,0.01584801473103911,-0.020084346577986245,0.018002205827771307,-0.003135990460488836
0.11183007757246706,0.1139562007495675,0.14479554138317804,0.006096781485471143,0.04922234173412773,-0.07051774988963588,-0.05259858457627138,-0.01531512633087643
-0.20944745430639475,0.01381017224383467,0.047294853886414315,0.004599949816636694,-0.0325567977081797,0.024104296876956602,0.002062631733485019,0.030738740493867715
